race_id,date,course,track_type,distance,weather,track_moisture,field_size,horse_id,horse_name,umaban,waku,sex,age,jockey,weight_carried,horse_weight,horse_weight_diff,odds,popularity,finish_pos,is_synthetic
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0007,ウエストクイーン,9,4,牝,3,川田,55.8,476.0,-0.0,57.0,12,2,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0072,アーバンホーン,10,4,牡,4,鮫島駿,54.8,468.0,5.0,16.5,4,11,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0029,ナミュールアイランド,11,5,牝,4,ルメール,55.2,457.0,-3.0,6.8,2,3,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0005,ジャスティンミラノ,12,5,牡,4,岩田望,53.8,466.0,-1.0,8.1,3,4,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0011,ノースインパクト,13,6,牡,2,横山武,54.9,427.0,2.0,16.6,5,15,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0063,ベラジオクイーン,14,6,牡,3,松山,55.1,453.0,5.0,17.6,6,10,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0067,レガレイラホーン,15,7,セ,3,菅原明,55.6,493.0,-11.0,60.0,13,9,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0059,イクイブラック,16,7,牡,4,菅原明,55.2,470.0,7.0,76.9,16,17,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0046,ナミュールエリーゼ,17,8,牝,4,川田,56.9,485.0,-3.0,210.2,18,18,1
2023-05-16_新潟_11,2023-05-16,新潟,ダート,3600,曇,0.03,18,H0049,アーバンキング,18,8,牝,2,坂井,53.2,486.0,2.0,19.8,7,13,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0029,ナミュールアイランド,1,1,牝,4,武豊,59.3,470.0,16.0,3.3,2,1,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0058,ディープアイランド,2,2,牡,3,西村,54.1,518.0,-0.0,15.6,7,7,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0075,ノースオペラ,3,3,牝,3,鮫島駿,55.8,490.0,-3.0,35.3,8,4,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0067,レガレイラホーン,4,4,セ,3,菅原明,55.9,488.0,6.0,2.5,1,5,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0023,イーストクイーン,5,5,牝,4,松山,56.4,459.0,-0.0,12.5,5,2,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0059,イクイブラック,6,6,牡,4,坂井,56.2,476.0,1.0,14.0,6,8,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0049,アーバンキング,7,7,牝,2,川田,56.0,480.0,3.0,8.1,4,6,1
2023-05-18_小倉_12,2023-05-18,小倉,芝,2000,曇,0.07,8,H0079,ハヤエリーゼ79,8,8,牡,2,西村,54.0,459.0,5.0,3.4,3,3,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0068,タスティロード68,1,1,牝,4,松山,57.2,501.0,3.0,60.7,8,7,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0041,ドウデュースオペラ,2,1,牡,2,武豊,55.2,425.0,-6.0,18.2,6,3,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0067,レガレイラホーン,3,2,セ,3,川田,54.0,493.0,-7.0,6.1,3,6,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0076,レガレイラアイランド,4,3,牡,3,戸崎,57.4,470.0,-6.0,13.0,5,1,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0048,ソールクイーン48,5,4,牡,2,横山武,53.9,436.0,2.0,18.5,7,9,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0063,ベラジオクイーン,6,5,牡,3,菅原明,54.2,447.0,1.0,9.8,4,2,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0039,シンエンペラーオー,7,6,牡,2,戸崎,56.0,470.0,-1.0,3.2,2,5,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0056,イクイオー,8,7,牡,2,武豊,55.3,511.0,3.0,134.4,9,8,1
2023-05-21_札幌_1,2023-05-21,札幌,芝,2400,晴,0.13,9,H0029,ナミュールアイランド,9,8,牝,4,戸崎,55.1,471.0,5.0,2.2,1,4,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0051,シンエンペラーミラノ,1,1,牝,3,鮫島駿,57.9,473.0,-4.0,12.7,5,3,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0048,ソールクイーン48,2,1,牡,2,ルメール,57.5,429.0,4.0,15.3,6,7,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0073,ハヤオー,3,1,牡,2,横山武,53.4,501.0,4.0,55.1,15,11,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0024,ステラキング,4,2,牡,2,横山武,55.0,484.0,1.0,4.1,2,8,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0002,ステラノックス,5,2,牡,3,坂井,56.4,469.0,-3.0,58.3,16,15,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0065,レガレイラクイーン,6,3,牝,3,戸崎,55.0,470.0,-2.0,11.5,4,2,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0046,ナミュールエリーゼ,7,3,牝,4,横山和,54.0,477.0,-0.0,128.9,17,13,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0023,イーストクイーン,8,4,牝,4,岩田望,56.1,456.0,-1.0,11.1,3,1,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0052,サクラエリーゼ,9,4,牝,2,松山,54.4,478.0,5.0,41.5,11,5,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0054,ジャスティンインパクト54,10,5,セ,2,坂井,57.9,460.0,-8.0,52.4,14,12,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0025,ミカロード,11,5,牝,2,岩田望,57.8,471.0,1.0,2.4,1,6,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0026,ソールアイランド,12,6,牡,3,川田,55.1,441.0,-0.0,46.5,13,10,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0015,セントラルクイーン,13,6,牡,3,戸崎,58.0,493.0,3.0,19.9,8,16,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0038,プログノロード38,14,7,牝,2,横山和,54.5,458.0,-3.0,20.2,9,17,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0077,ディープアイランド77,15,7,牡,3,川田,55.0,461.0,-3.0,24.8,10,14,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0078,ハヤエリーゼ,16,8,牝,2,西村,58.7,461.0,-7.0,19.3,7,4,1
2023-05-23_中山_2,2023-05-23,中山,芝,2400,大雨,0.01,17,H0020,サウスオペラ,17,8,牡,2,西村,55.9,482.0,-2.0,44.6,12,9,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0050,ドウデュースブラック,1,1,牝,2,戸崎,56.4,483.0,1.0,3.5,1,4,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0060,ジャスティンホーン,2,1,牡,4,横山武,58.1,478.0,-1.0,14.8,7,7,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0078,ハヤエリーゼ,3,2,牝,2,戸崎,55.9,465.0,8.0,41.9,12,12,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0065,レガレイラクイーン,4,2,牝,3,鮫島駿,55.1,469.0,0.0,37.9,11,10,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0039,シンエンペラーオー,5,3,牡,2,菅原明,56.5,484.0,1.0,6.2,3,5,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0017,オルフェホーン,6,3,牡,2,坂井,54.8,495.0,-2.0,28.4,10,9,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0022,キタサンノックス,7,4,牡,2,松山,57.6,482.0,5.0,17.8,8,8,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0024,ステラキング,8,4,牡,2,武豊,57.2,487.0,-2.0,4.8,2,3,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0059,イクイブラック,9,5,牡,4,横山和,57.3,479.0,-7.0,27.5,9,11,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0074,ステラミラノ,10,6,牝,2,ルメール,55.9,459.0,-11.0,6.5,4,1,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0038,プログノロード38,11,7,牝,2,横山和,54.9,459.0,-7.0,13.2,6,6,1
2023-05-25_京都_3,2023-05-25,京都,ダート,2500,晴,0.01,12,H0037,ダノンオペラ,12,8,牡,3,横山武,56.8,490.0,-5.0,8.7,5,2,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0031,ジャンタルオー31,1,1,牡,4,ルメール,57.7,469.0,-3.0,6.7,4,1,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0033,サウスホーン,2,1,牝,2,鮫島駿,53.6,497.0,-3.0,96.5,14,8,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0052,サクラエリーゼ,3,2,牝,2,松山,57.2,476.0,-1.0,267.6,16,12,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0014,セントラルオペラ,4,2,牡,4,横山和,55.5,491.0,9.0,10.1,6,7,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0070,ブローザロード,5,3,牝,4,西村,57.5,467.0,5.0,5.1,2,2,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0055,ウエストミラノ,6,3,牡,3,西村,54.0,461.0,1.0,11.6,8,3,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0051,シンエンペラーミラノ,7,4,牝,3,横山武,54.6,479.0,-11.0,39.6,10,13,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0013,ジャスティンインパクト,8,4,牝,2,松山,53.7,478.0,2.0,11.1,7,9,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0065,レガレイラクイーン,9,5,牝,3,坂井,56.4,481.0,-6.0,4.4,1,10,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0024,ステラキング,10,5,牡,2,横山武,55.5,473.0,-2.0,24.1,9,5,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0045,ノースブラック,11,6,牝,4,川田,53.5,537.0,2.0,133.2,15,16,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0027,タスティインパクト,12,6,牡,2,鮫島駿,56.2,457.0,-6.0,78.0,11,11,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0001,イーストオー,13,7,牝,2,鮫島駿,56.9,490.0,11.0,6.9,5,6,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0066,ハヤインパクト,14,7,牝,4,西村,54.7,468.0,3.0,5.3,3,4,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0003,プログノオペラ,15,8,牡,4,横山和,56.1,485.0,8.0,91.5,13,14,1
2023-05-28_小倉_4,2023-05-28,小倉,芝,1200,晴,0.13,16,H0048,ソールクイーン48,16,8,牡,2,横山和,52.2,436.0,8.0,88.1,12,15,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0050,ドウデュースブラック,1,1,牝,2,鮫島駿,56.7,472.0,-13.0,6.6,3,9,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0007,ウエストクイーン,2,1,牝,3,西村,55.0,488.0,4.0,15.3,7,15,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0043,サウスノックス,3,1,牝,4,菅原明,55.6,479.0,-1.0,39.4,13,14,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0013,ジャスティンインパクト,4,2,牝,2,菅原明,57.3,480.0,1.0,3.8,1,3,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0037,ダノンオペラ,5,2,牡,3,戸崎,55.3,496.0,-0.0,13.9,6,5,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0039,シンエンペラーオー,6,2,牡,2,横山武,55.8,479.0,4.0,4.0,2,2,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0059,イクイブラック,7,3,牡,4,武豊,57.5,481.0,-10.0,31.3,9,13,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0018,イーストホーン,8,3,牝,4,西村,57.7,472.0,-1.0,192.5,18,7,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0063,ベラジオクイーン,9,4,牡,3,川田,56.1,453.0,5.0,9.1,5,1,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0000,ウエストオペラ,10,4,牝,4,菅原明,58.2,456.0,-3.0,32.4,11,12,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0071,テンハッピーアイランド,11,5,牡,4,松山,55.7,500.0,1.0,74.4,17,10,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0002,ステラノックス,12,5,牡,3,横山和,53.6,468.0,-1.0,52.4,15,18,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0067,レガレイラホーン,13,6,セ,3,松山,54.8,493.0,-1.0,8.8,4,6,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0075,ノースオペラ,14,6,牝,3,西村,53.7,494.0,8.0,41.0,14,11,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0041,ドウデュースオペラ,15,7,牡,2,横山和,58.7,420.0,-5.0,29.8,8,17,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0004,ジャンタルオー,16,7,牡,4,横山武,54.2,475.0,1.0,39.1,12,4,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0079,ハヤエリーゼ79,17,8,牡,2,武豊,56.3,457.0,-4.0,31.3,10,8,1
2023-05-30_函館_5,2023-05-30,函館,芝,2400,晴,0.11,18,H0058,ディープアイランド,18,8,牡,3,鮫島駿,55.5,522.0,1.0,55.5,16,16,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0048,ソールクイーン48,1,1,牡,2,川田,56.8,427.0,-0.0,2.1,1,3,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0036,ジャンタルロード,2,1,牝,4,ルメール,54.6,445.0,4.0,8.8,5,5,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0004,ジャンタルオー,3,2,牡,4,松山,56.9,480.0,-6.0,7.6,4,1,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0073,ハヤオー,4,2,牡,2,鮫島駿,56.5,502.0,8.0,19.2,8,9,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0037,ダノンオペラ,5,3,牡,3,武豊,55.0,486.0,-1.0,10.7,6,4,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0047,リバティホーン,6,4,牡,2,ルメール,55.4,506.0,-7.0,22.1,9,8,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0054,ジャスティンインパクト54,7,5,セ,2,岩田望,56.0,472.0,3.0,17.5,7,7,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0052,サクラエリーゼ,8,6,牝,2,松山,53.3,471.0,-1.0,5.2,2,6,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0071,テンハッピーアイランド,9,7,牡,4,武豊,56.0,511.0,-6.0,39.7,10,10,1
2023-06-01_阪神_6,2023-06-01,阪神,芝,3000,晴,0.01,10,H0034,ダノンオー,10,8,セ,4,ルメール,57.4,435.0,-8.0,6.1,3,2,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0043,サウスノックス,1,1,牝,4,戸崎,57.5,464.0,0.0,49.8,9,10,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0049,アーバンキング,2,1,牝,2,横山和,56.1,493.0,3.0,86.4,11,9,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0060,ジャスティンホーン,3,2,牡,4,横山和,54.1,473.0,6.0,24.4,6,6,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0035,ノースノックス,4,2,牝,2,菅原明,54.4,432.0,1.0,164.9,14,13,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0072,アーバンホーン,5,3,牡,4,岩田望,56.0,474.0,9.0,7.8,3,5,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0077,ディープアイランド77,6,3,牡,3,松山,55.3,455.0,3.0,13.9,4,1,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0052,サクラエリーゼ,7,4,牝,2,戸崎,56.5,471.0,-6.0,136.8,13,14,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0000,ウエストオペラ,8,4,牝,4,戸崎,54.5,458.0,1.0,16.9,5,4,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0070,ブローザロード,9,5,牝,4,松山,54.6,461.0,3.0,2.2,1,2,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0038,プログノロード38,10,5,牝,2,菅原明,55.0,454.0,-6.0,39.9,8,11,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0022,キタサンノックス,11,6,牡,2,坂井,56.1,457.0,-3.0,52.8,10,8,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0056,イクイオー,12,6,牡,2,鮫島駿,56.1,516.0,-2.0,27.0,7,7,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0057,リバティミラノ,13,7,セ,2,戸崎,55.2,529.0,-12.0,118.7,12,12,1
2023-06-04_東京_7,2023-06-04,東京,ダート,1600,晴,0.07,14,H0069,サクラエリーゼ69,14,8,牡,3,戸崎,56.0,479.0,-1.0,2.6,2,3,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0079,ハヤエリーゼ79,1,1,牡,2,菅原明,58.2,460.0,1.0,43.7,9,1,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0057,リバティミラノ,2,1,セ,2,武豊,57.5,523.0,9.0,41.7,8,6,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0031,ジャンタルオー31,3,2,牡,4,菅原明,56.3,462.0,4.0,33.1,7,8,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0025,ミカロード,4,2,牝,2,ルメール,55.8,468.0,-3.0,3.2,1,4,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0019,タスティロード,5,3,牡,4,川田,55.9,484.0,-4.0,6.7,4,5,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0018,イーストホーン,6,3,牝,4,戸崎,57.0,479.0,-2.0,107.7,11,12,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0005,ジャスティンミラノ,7,4,牡,4,武豊,57.6,462.0,-8.0,3.4,2,3,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0029,ナミュールアイランド,8,4,牝,4,戸崎,57.4,459.0,-3.0,5.2,3,2,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0012,オルフェオペラ,9,5,牝,3,岩田望,56.6,476.0,-1.0,121.2,12,7,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0076,レガレイラアイランド,10,6,牡,3,川田,56.8,483.0,-4.0,31.1,6,10,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0047,リバティホーン,11,7,牡,2,岩田望,56.4,509.0,-1.0,51.3,10,11,1
2023-06-06_札幌_8,2023-06-06,札幌,ダート,2400,晴,0.05,12,H0022,キタサンノックス,12,8,牡,2,横山武,56.4,473.0,-6.0,26.2,5,9,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0037,ダノンオペラ,1,1,牡,3,ルメール,56.3,494.0,-2.0,14.5,5,9,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0070,ブローザロード,2,1,牝,4,川田,56.6,468.0,4.0,14.5,6,4,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0024,ステラキング,3,1,牡,2,横山和,55.6,475.0,1.0,3.2,1,1,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0010,ジャンタルオペラ,4,2,牡,3,松山,54.6,478.0,1.0,23.4,9,6,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0071,テンハッピーアイランド,5,2,牡,4,松山,55.0,506.0,-5.0,49.4,10,11,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0005,ジャスティンミラノ,6,3,牡,4,坂井,56.4,464.0,5.0,4.3,2,7,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0049,アーバンキング,7,3,牝,2,菅原明,54.8,481.0,4.0,68.5,13,14,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0028,キタサンキング,8,4,牝,3,横山武,56.2,488.0,3.0,59.8,12,13,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0034,ダノンオー,9,4,セ,4,岩田望,54.7,441.0,-1.0,221.4,16,17,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0041,ドウデュースオペラ,10,5,牡,2,戸崎,55.2,438.0,-5.0,94.4,15,15,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0061,ウエストロード,11,5,牡,2,戸崎,57.3,487.0,-10.0,800.0,17,16,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0054,ジャスティンインパクト54,12,6,セ,2,鮫島駿,56.6,476.0,-3.0,22.9,8,5,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0057,リバティミラノ,13,6,セ,2,岩田望,56.1,530.0,-1.0,81.9,14,12,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0020,サウスオペラ,14,7,牡,2,松山,56.2,489.0,2.0,56.9,11,3,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0009,リバティインパクト,15,7,牡,3,川田,55.7,470.0,-1.0,14.1,4,10,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0031,ジャンタルオー31,16,8,牡,4,ルメール,56.7,461.0,-6.0,19.9,7,8,1
2023-06-08_函館_9,2023-06-08,函館,ダート,2200,小雨,0.08,17,H0025,ミカロード,17,8,牝,2,ルメール,55.8,468.0,-3.0,4.9,3,2,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0039,シンエンペラーオー,1,1,牡,2,鮫島駿,58.9,479.0,5.0,2.2,1,4,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0047,リバティホーン,2,1,牡,2,武豊,55.5,507.0,-5.0,4.8,3,3,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0045,ノースブラック,3,2,牝,4,鮫島駿,56.1,532.0,2.0,61.8,10,11,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0075,ノースオペラ,4,2,牝,3,坂井,55.2,491.0,-4.0,30.7,8,7,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0027,タスティインパクト,5,3,牡,2,武豊,57.2,466.0,-1.0,25.2,7,8,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0006,テンハッピーオー,6,3,牡,3,松山,54.9,477.0,4.0,3.3,2,1,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0048,ソールクイーン48,7,4,牡,2,松山,56.1,432.0,-4.0,68.8,11,9,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0038,プログノロード38,8,5,牝,2,ルメール,56.2,462.0,-5.0,43.0,9,10,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0072,アーバンホーン,9,6,牡,4,坂井,55.6,467.0,6.0,15.8,6,6,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0005,ジャスティンミラノ,10,7,牡,4,川田,57.9,471.0,4.0,9.4,5,2,1
2023-06-11_札幌_10,2023-06-11,札幌,芝,1000,晴,0.02,11,H0011,ノースインパクト,11,8,牡,2,武豊,55.6,423.0,8.0,7.5,4,5,1
2023-06-13_小倉_11,2023-06-13,小倉,ダート,2000,雨,0.15,12,H0000,ウエストオペラ,1,1,牝,4,戸崎,55.0,453.0,5.0,27.8,10,9,1
2023-06-13_小倉_11,2023-06-13,小倉,ダート,2000,雨,0.15,12,H0008,ソールクイーン,2,1,牝,2,横山武,53.7,499.0,4.0,80.3,11,6,1
2023-06-13_小倉_11,2023-06-13,小倉,ダート,2000,雨,0.15,12,H0027,タスティインパクト,3,2,牡,2,戸崎,55.3,472.0,-5.0,13.0,6,7,1
2023-06-13_小倉_11,2023-06-13,小倉,ダート,2000,雨,0.15,12,H0009,リバティインパクト,4,2,牡,3,西村,57.5,464.0,11.0,18.1,7,12,1
2023-06-13_小倉_11,2023-06-13,小倉,ダート,2000,雨,0.15,12,H0039,シンエンペラーオー,5,3,牡,2,菅原明,56.8,477.0,10.0,4.0,2,10,1
